	Characteristics	OR	CI	Beta	P	SE
281	g_Lachnoclostridium	0.0039	0-0.5705	-5.54513136851995	0.0300088545716404	2.542773855232
282	sexmale	0.9537	0.7516-1.2102	-0.0474013730785312	0.69680555308066	0.121534275335807
283	BMI	1.0211	0.9746-1.0698	0.0208849650102314	0.380357492788258	0.0237712019831681
284	hypertensionyes	0.8773	0.7102-1.0837	-0.130917680491676	0.225591389876604	0.107805581763145
285	g_Agathobacter	1183.4619	10.7477-130314.7013	7.07619924602939	0.00343791678334202	2.39872874344757
286	sexmale	0.9689	0.7645-1.2279	-0.0316332345198583	0.79375591677066	0.120885994451043
287	BMI	1.0217	0.9755-1.07	0.0214211421952446	0.364431027127606	0.0235815334804822
288	hypertensionyes	0.8795	0.7129-1.0849	-0.128437729982503	0.231400264392739	0.107095430206021
289	g_Ruminococcaceae_UCG_005	608241.8081	1177.3562-314227852.8865	13.3183277925685	3.89255544210567e-05	3.18739853790082
290	sexmale	0.9438	0.7475-1.1918	-0.057792956619586	0.62756240029184	0.118994011014648
291	BMI	1.0249	0.9793-1.0726	0.0246161311845437	0.290012859868059	0.0232219537175097
292	hypertensionyes	0.877	0.7131-1.0785	-0.131272314545317	0.214551944175245	0.105534604248963
293	g_Collinsella	38.6983	0.0737-20315.793	3.65579493226844	0.253565303974308	3.19559128147465
294	sexmale	0.9578	0.7535-1.2176	-0.0430747908341038	0.725186535439576	0.122414151560359
295	BMI	1.0229	0.9761-1.0719	0.0226153032864603	0.344935392842335	0.0239060685775701
296	hypertensionyes	0.8736	0.7063-1.0804	-0.135155886369197	0.213581792956279	0.108426294567172
297	g_Lachnospiraceae_NK4A136_group	975754.2541	1813.0864-525124657.2802	13.7909660448825	2.35234644777801e-05	3.20825519894232
298	sexmale	0.9758	0.7729-1.232	-0.0244545264412247	0.837241260837478	0.118937161066196
299	BMI	1.0183	0.973-1.0658	0.0181611164755016	0.43492974700545	0.0232277286514729
300	hypertensionyes	0.8599	0.6994-1.0573	-0.150914135617886	0.153351321856826	0.105419614244462
301	g_Ruminococcus_gnavus_group	0	0-0.0116	-10.4160282483808	0.000695723283893849	3.03825541163609
302	sexmale	0.9573	0.7565-1.2114	-0.043630101622266	0.716706800250382	0.120120637116089
303	BMI	1.0224	0.9764-1.0704	0.0221132174378913	0.346471883160066	0.0234500223930804
304	hypertensionyes	0.8916	0.7233-1.099	-0.114760431012977	0.28299507383551	0.106692509492223
305	g_Desulfovibrio	7078273857.4611	57315.2684-874146840821598	22.6802959094833	0.000182188811535082	5.98161917249082
306	sexmale	0.9104	0.7194-1.1521	-0.0938288978744816	0.4354083163378	0.120130671222857
307	BMI	1.0247	0.9789-1.0727	0.0244035066476154	0.296625737306109	0.0233395395390309
308	hypertensionyes	0.8611	0.6993-1.0602	-0.14960138199147	0.159747280623627	0.106134016538527
309	g_Dorea	98149490.4435	265.3514-36304019133428	18.402002287063	0.00524136160336833	6.54129963466149
310	sexmale	0.9589	0.7566-1.2153	-0.0419713231643898	0.728759351819984	0.1209155814104
311	BMI	1.0255	0.9791-1.074	0.0251588456147261	0.287167426754664	0.0235940084521577
312	hypertensionyes	0.8695	0.7047-1.0729	-0.139837437455239	0.193226586569366	0.107226513761593
313	g_Eubacterium_hallii_group	83604336381.4109	668169.6272-10460944014437472	25.1493612262829	3.56274427635793e-05	5.98829789445843
314	sexmale	0.9731	0.7706-1.229	-0.0272241757222418	0.819316941451228	0.119074411357007
315	BMI	1.0228	0.9773-1.0704	0.0225407237240329	0.332465613593839	0.0232189959019755
316	hypertensionyes	0.8339	0.6774-1.0267	-0.18160753027255	0.087968093421043	0.106078720786705
317	g_Intestinibacter	2781.8692	1.1596-6673645.7147	7.93087835518727	0.0467308316099335	3.97081555984173
318	sexmale	0.9558	0.7529-1.2133	-0.0451993612731236	0.710642078621183	0.121713307104222
319	BMI	1.0223	0.9758-1.0711	0.0220868172558087	0.353692011568734	0.0237761979300316
320	hypertensionyes	0.8765	0.7093-1.083	-0.131850811696872	0.222891978948676	0.107941657938998
321	g_Paeniclostridium	7.9699	0.1446-439.1685	2.07566622216919	0.311079379597709	2.04551881158547
322	sexmale	0.9438	0.7423-1.2	-0.0578181759014632	0.637353201393382	0.12252170722785
323	BMI	1.0246	0.9778-1.0737	0.0242871432276194	0.309789677115058	0.0238705650201051
324	hypertensionyes	0.8757	0.708-1.0832	-0.132706014705818	0.222309501635922	0.108504707086193
325	g_Lachnospira	92.3084	0.0104-817213.0487	4.52513471007383	0.329942323144305	4.63700020372961
326	sexmale	0.9554	0.7516-1.2144	-0.0456739506971509	0.709347462305552	0.122417421812147
327	BMI	1.02	0.9725-1.0698	0.0197958868413616	0.416359002881392	0.0243215631808726
328	hypertensionyes	0.8724	0.7052-1.0791	-0.136542668568867	0.209252802298231	0.108502593227714
329	g_Ruminococcus_1	2752854492315.06	31822844.7772-238137347836257536	28.6436594864659	1.33323202314936e-06	5.79998189153665
330	sexmale	1.0308	0.8167-1.301	0.0303407237094699	0.798582712674664	0.118788967854383
331	BMI	1.0296	0.9842-1.077	0.0291227106292314	0.206147601133709	0.0229841544515263
332	hypertensionyes	0.8789	0.7163-1.0784	-0.129054419317148	0.21724905957249	0.104364449026419
333	g_Eubacterium_eligens_group	31023.3002	20.1493-47765601.4643	10.3424938206384	0.00611273125683513	3.7445522873077
334	sexmale	0.9715	0.7661-1.2319	-0.0289277801936275	0.811503758111498	0.121186477201938
335	BMI	1.0209	0.9747-1.0693	0.0206815986774346	0.382387528424579	0.0236404408671961
336	hypertensionyes	0.8743	0.7086-1.0789	-0.134289287751891	0.211606087976478	0.107265443699912
337	s_Zantedeschia_aethiopica	Inf	0-Inf	10266.0197551057	0.444608339418333	13411.1562975373
338	sexmale	0.9522	0.7491-1.2104	-0.0489740379323616	0.689398247222151	0.122412732722821
339	BMI	1.0266	0.9794-1.076	0.0262130126673575	0.275953696355527	0.0240151675018996
340	hypertensionyes	0.8748	0.7071-1.0823	-0.13373306964687	0.219065888714489	0.108576823729871
341	s_Xenorhabdus_nematophila	Inf	0-Inf	9455.02031884445	0.598198741209847	17921.6414514915
342	sexmale	0.9529	0.7494-1.2115	-0.0482914698458013	0.693782488181539	0.122529606625052
343	BMI	1.0243	0.9774-1.0734	0.0239977811573436	0.316372366653662	0.023909786743953
344	hypertensionyes	0.8761	0.7079-1.0842	-0.132324036236438	0.224680112201762	0.108749217650804
345	s_Weissella_viridescens	Inf	0-Inf	3056.81403664836	0.303646110227868	2966.39668699775
346	sexmale	0.9544	0.7509-1.2131	-0.0466321584053068	0.703388086394552	0.122352918558215
347	BMI	1.0256	0.9787-1.0748	0.0252785244198612	0.29082228254213	0.0238869561029164
348	hypertensionyes	0.8654	0.6991-1.0712	-0.144598740478071	0.185131204258608	0.108861044052508
349	s_Weissella_paramesenteroides	3.6766552026893e+250	0-Inf	576.948276675068	0.377805776959122	653.170075052969
350	sexmale	0.9569	0.7525-1.2167	-0.044096339352897	0.719277912772202	0.122566322713616
351	BMI	1.0237	0.9769-1.0728	0.0234630792276528	0.327078642380739	0.0239009460282969
352	hypertensionyes	0.8712	0.7042-1.0778	-0.137890769386137	0.205084441501019	0.108570177415507
353	s_Weissella_ghanensis	0	0-Inf	-1674.68307835801	0.477546797383853	2354.79764304876
354	sexmale	0.9481	0.7457-1.2053	-0.0533392753577025	0.663539451404296	0.122483999813227
355	BMI	1.0252	0.9782-1.0743	0.0248540220159531	0.299318001719287	0.0239034901245367
356	hypertensionyes	0.8702	0.7032-1.0769	-0.138995274050788	0.20207890427009	0.108712614843138
357	s_Weeksella_virosa	Inf	0-Inf	5036.675284757	0.283464485413686	4687.16257339889
358	sexmale	0.9544	0.7509-1.213	-0.0466673260180406	0.703117470005316	0.12232799340947
359	BMI	1.0259	0.979-1.0751	0.0256032189977431	0.284839660103065	0.0238947946744132
360	hypertensionyes	0.8647	0.6986-1.0704	-0.145329840575417	0.182961015586869	0.108869786421011
361	s_Veillonella_magna	0	0-3.41210320871472e+97	-79.0292645075899	0.610307957396694	154.901707860168
362	sexmale	0.948	0.7455-1.2055	-0.0534092419575175	0.663443169615879	0.122607267308132
363	BMI	1.025	0.978-1.0741	0.0246512400548316	0.303413601317281	0.0239105610857857
364	hypertensionyes	0.8728	0.7054-1.0799	-0.136018937412865	0.21156255019118	0.108636642405291
365	s_Vagococcus_teuberi	Inf	0-Inf	1333.35830338566	0.214175242169696	1071.05235204952
366	sexmale	0.9534	0.7503-1.2114	-0.0477384478567011	0.696370589774389	0.122213968739401
367	BMI	1.0273	0.9802-1.0766	0.0268989457632176	0.262081787938422	0.0239382845545073
368	hypertensionyes	0.8761	0.7084-1.0835	-0.132316336703387	0.223241608472344	0.108404846782905
369	s_Trichuris_trichiura	0	0-Inf	-5220.52454895891	0.442795776220898	6792.80829158262
370	sexmale	0.9563	0.752-1.216	-0.0447319589462304	0.715527841764976	0.122620652170375
371	BMI	1.0239	0.9771-1.0731	0.0236655091215738	0.322995977691005	0.0239042437153718
372	hypertensionyes	0.8802	0.7109-1.0898	-0.12766023875828	0.242462265432556	0.108994681062846
373	s_Treponema_succinifaciens	7.85019717336782e+191	0-Inf	441.854291410968	0.2842901667687	411.899559560027
374	sexmale	0.9454	0.7438-1.2018	-0.0560983824891503	0.647049666729298	0.12239357953501
375	BMI	1.0259	0.979-1.0751	0.0255729282704631	0.285386177586992	0.0238936722703193
376	hypertensionyes	0.8707	0.7039-1.0771	-0.138422399629755	0.203053860427505	0.108499276119439
377	s_Treponema_refringens	Inf	0-Inf	13459.0607074028	0.321035779276793	13539.7811687554
378	sexmale	0.9545	0.7509-1.2132	-0.0465859694529021	0.703716624893354	0.122374042304263
379	BMI	1.0242	0.9774-1.0733	0.0239476003210466	0.316686992786754	0.0238753340184136
380	hypertensionyes	0.878	0.7096-1.0863	-0.130127765673406	0.231821224685696	0.108602795633177
381	s_Treponema_porcinum	Inf	0-Inf	779.986754800752	0.194339608586532	599.58907828747
382	sexmale	0.9335	0.7335-1.1879	-0.0688403792933876	0.576080209142076	0.122983075986227
383	BMI	1.0261	0.9792-1.0752	0.0257323307987114	0.281877163944261	0.0238676760501435
384	hypertensionyes	0.8783	0.7101-1.0863	-0.129773282451355	0.232362594582099	0.108432916519584
385	s_Traorella_massiliensis	Inf	0-Inf	3525.78525794335	0.470351653551078	4877.56216525441
386	sexmale	0.9447	0.7427-1.2017	-0.056839622161076	0.643630965009491	0.122733455697512
387	BMI	1.0247	0.9778-1.0738	0.0244201489629642	0.307580733436361	0.0238917542727681
388	hypertensionyes	0.8757	0.7078-1.0835	-0.132738186992018	0.222703540571053	0.108623755103385
389	s_Thioalkalimicrobium_cyclicum	Inf	0-Inf	5621.79952002339	0.422953354894382	7005.81337577637
390	sexmale	0.9418	0.7401-1.1985	-0.0599730329849107	0.626111322168523	0.122963746913141
391	BMI	1.0237	0.9768-1.0728	0.023392837035877	0.328809059592969	0.0239149343838312
392	hypertensionyes	0.8693	0.7025-1.0758	-0.140053618293812	0.198721783208483	0.10872404452231
393	s_Tetragenococcus_halophilus	Inf	0-Inf	2365.11020940504	0.926987910098552	25787.5666488308
394	sexmale	0.9512	0.748-1.2097	-0.0499811187620363	0.683845509889126	0.122613271961911
395	BMI	1.0246	0.9776-1.0737	0.0242711916878502	0.311129906081449	0.0239211740656741
396	hypertensionyes	0.873	0.7052-1.0808	-0.135809787744089	0.213467532979596	0.108923616145857
397	s_Synergistes_jonesii	0	0-4.26138114412105e+41	-36.8211195760039	0.586895771372863	67.6921947493524
398	sexmale	0.954	0.7502-1.2131	-0.0471353467146916	0.700936002746185	0.122608205361124
399	BMI	1.0247	0.9778-1.0739	0.0244249530751004	0.307681161235104	0.0239014249208591
400	hypertensionyes	0.8695	0.7023-1.0765	-0.13983613158726	0.200391014666062	0.108960205780788
401	s_Sutturella_timonensis	3.80279885327631e+23	0-9.85550863526856e+53	54.2951944748185	0.129700372912959	35.7295132678766
402	sexmale	0.9604	0.7558-1.2203	-0.0404453985631993	0.740926104720903	0.122211967773447
403	BMI	1.0229	0.9762-1.0718	0.0226411537858086	0.343131561142991	0.0238439511522359
404	hypertensionyes	0.8664	0.7006-1.0715	-0.143404095518401	0.186815273255396	0.108376856398369
405	s_Succinispira_mobilis	2.38654758605356e+77	0-Inf	178.16889995749	0.772027086629424	614.38351689006
406	sexmale	0.9517	0.7485-1.21	-0.0495242040530328	0.686411121388409	0.122543207024681
407	BMI	1.0248	0.9779-1.074	0.0245408615524641	0.305782952692992	0.0239206221591664
408	hypertensionyes	0.8746	0.7067-1.0823	-0.134033875482651	0.218644312689165	0.108721246355843
409	s_Streptococcus_urinalis	4.46009483428682e+27	0-2.78447265460716e+98	63.6649675399382	0.444608339418333	83.1696071820929
410	sexmale	0.9522	0.7491-1.2104	-0.0489740379323616	0.689398247222151	0.122412732722821
411	BMI	1.0266	0.9794-1.076	0.0262130126673575	0.275953696355527	0.0240151675018996
412	hypertensionyes	0.8748	0.7071-1.0823	-0.13373306964687	0.219065888714489	0.108576823729871
413	s_Streptococcus_thermophilus	Inf	0-Inf	1932.69187344931	0.0828375160281337	1110.43024048946
414	sexmale	0.9478	0.7464-1.2037	-0.053559811416141	0.66071410224877	0.121898431714866
415	BMI	1.0264	0.9796-1.0754	0.0260616014300756	0.274607761243066	0.0238094660962671
416	hypertensionyes	0.8868	0.717-1.0968	-0.120165492469667	0.268761476581469	0.10844770320317
417	s_Streptococcus_sobrinus	6.3319106149127e+57	0-2.51541750384384e+238	133.092952326173	0.530953507850792	212.165682960045
418	sexmale	0.9527	0.7494-1.2112	-0.0484735247070123	0.692564589588058	0.122478133826743
419	BMI	1.0261	0.9789-1.0755	0.0257461122210983	0.284339964715379	0.024003186824377
420	hypertensionyes	0.8713	0.7041-1.0781	-0.137792543833062	0.205866074624533	0.108680626084113
421	s_Streptococcus_parauberis	0	0-Inf	-2121.91404718352	0.474975634431198	2966.29569372147
422	sexmale	0.961	0.7547-1.2237	-0.0398056301468393	0.747072344220134	0.123309669294074
423	BMI	1.0232	0.9762-1.0724	0.0229277315310444	0.339652818924993	0.0239721215099558
424	hypertensionyes	0.8716	0.7045-1.0784	-0.137372723654191	0.206997648436981	0.108620763399556
425	s_Streptococcus_mutans	Inf	0-Inf	7787.19197928322	0.54891882629019	12976.7825268051
426	sexmale	0.9533	0.7498-1.212	-0.0478319071972277	0.696532022208516	0.122521798046489
427	BMI	1.0246	0.9777-1.0738	0.0243381331611087	0.309334278243846	0.0238981350013666
428	hypertensionyes	0.8693	0.7022-1.0762	-0.140026904288422	0.199573748588742	0.108910230086838
429	s_Streptococcus_equinus	0.4903	1e-04-4018.4865	-0.71267406166205	0.876922147412118	4.59761973595024
430	sexmale	0.9495	0.7463-1.208	-0.0518507926718355	0.673328233306318	0.122864970706521
431	BMI	1.0246	0.9777-1.0738	0.0243029940763989	0.310325152942555	0.0239126416561797
432	hypertensionyes	0.8748	0.7065-1.0832	-0.133754028130882	0.220902001865155	0.109028114195135
433	s_Streptococcus_dentirousetti	70083342.1505	0-2.28930071561932e+35	18.0651956939593	0.576668197931322	32.3232290650035
434	sexmale	0.9525	0.7492-1.211	-0.0486801851586733	0.69136313170042	0.122495547984322
435	BMI	1.0257	0.9786-1.0751	0.0254176467230931	0.290036386627184	0.0239792458814386
436	hypertensionyes	0.8685	0.7013-1.0756	-0.140970032519659	0.197408497935058	0.109114609556319
437	s_Streptococcus_anginosus	40.0781	0.0229-70208.2892	3.69082948473119	0.333545284822198	3.81040417240993
438	sexmale	0.9365	0.7354-1.1926	-0.0655678242576848	0.595349003020314	0.12331959394665
439	BMI	1.0279	0.9804-1.0776	0.0274821660963689	0.254993098954439	0.0240951097892886
440	hypertensionyes	0.8729	0.7057-1.0798	-0.135879618651935	0.211449026013792	0.108498326170729
441	s_Streptococcus_agalactiae	3221254243770731	0-6.60881971681146e+241	35.7085471953241	0.893251801294038	265.868808823429
442	sexmale	0.9505	0.7475-1.2085	-0.0507811706924828	0.678905104691141	0.122548107795827
443	BMI	1.0245	0.9776-1.0737	0.0242161938045187	0.312347268642234	0.0239271975022578
444	hypertensionyes	0.8743	0.7064-1.0823	-0.134285829894317	0.218321377802941	0.108849056782116
445	s_Stenotrophomonas_ginsengisoli	Inf	0-Inf	20825.977426841	0.188799679549362	15810.2446369954
446	sexmale	0.9561	0.7524-1.215	-0.0448519644906958	0.713924929610279	0.122229125200043
447	BMI	1.0234	0.9766-1.0724	0.0231212834229691	0.333319427620907	0.0238591937490126
448	hypertensionyes	0.8801	0.7115-1.0887	-0.127707581003736	0.240122909647827	0.108493119753937
449	s_Staphylococcus_sciuri	7.39369480641462e+119	0-1.21872537118376e+296	276.008253650111	0.183496784554628	207.017724189282
450	sexmale	0.9563	0.7526-1.2151	-0.0447271584881141	0.714669347468645	0.122221704171048
451	BMI	1.0234	0.9766-1.0724	0.0231273591940931	0.333145426708477	0.0238568611204888
452	hypertensionyes	0.8803	0.7116-1.0888	-0.127549214947725	0.240682395988642	0.108487889270864
453	s_Staphylococcus_aureus	0.4741	0-4.87268651896291e+72	-0.746316448850973	0.993063686973756	85.773514579602
454	sexmale	0.9509	0.7477-1.2093	-0.0503682714797195	0.681643413733085	0.122659035279482
455	BMI	1.0246	0.9775-1.074	0.0243105452363805	0.312220056045028	0.0240140977181582
456	hypertensionyes	0.8736	0.706-1.081	-0.135116852021161	0.214780164274775	0.108679597430944
457	s_Sporosarcina_pasteurii	9012003577372195840	0-6.0578533364474e+58	43.6450890934193	0.351697220434271	46.7888784707403
458	sexmale	0.9543	0.7508-1.2131	-0.0467278773680155	0.702922136284714	0.122402140457303
459	BMI	1.0242	0.9773-1.0732	0.0238665847455896	0.318464205914238	0.0238822580638033
460	hypertensionyes	0.8778	0.7094-1.0861	-0.13035360286108	0.231126235650002	0.108628962927568
461	s_Sneathia_sanguinegens	Inf	0-Inf	749.786553789799	0.475493289799564	1049.38283064458
462	sexmale	0.9547	0.7508-1.2139	-0.0463771122003331	0.705373866122721	0.122544749166916
463	BMI	1.0246	0.9777-1.0737	0.024290893139181	0.310148280062067	0.0238919838664094
464	hypertensionyes	0.8716	0.7045-1.0784	-0.137375949221253	0.206988940738866	0.108621225363862
465	s_Sneathia_amnii	0	0-3.31699709709252e+37	-49.8075523833038	0.474107959290531	69.4909493412691
466	sexmale	0.948	0.7456-1.2052	-0.0534411418158213	0.662942042497444	0.122486064171846
467	BMI	1.0244	0.9776-1.0736	0.0241457666446735	0.313066648525768	0.0238931675797877
468	hypertensionyes	0.8788	0.7099-1.0879	-0.129153649853851	0.236579558047412	0.10889459004241
469	s_Slackia_piriformis	Inf	0-Inf	6501.46444509508	0.537713215318583	10537.0305978444
470	sexmale	0.9439	0.7416-1.2012	-0.0577617147256131	0.639040305130241	0.123018598766703
471	BMI	1.0232	0.9762-1.0725	0.0229333768415001	0.340178773872686	0.0240041944233612
472	hypertensionyes	0.8779	0.7092-1.0868	-0.13022530104965	0.232703996509504	0.108890361762207
473	s_Serratia_marcescens	Inf	0-Inf	2994.44875242931	0.0761383195189881	1682.34211027729
474	sexmale	0.9457	0.7448-1.201	-0.0557926039624166	0.64750043694035	0.121893503654523
475	BMI	1.0222	0.9756-1.071	0.0219422924238706	0.357745671050986	0.0238208030148313
476	hypertensionyes	0.8865	0.7168-1.0963	-0.120483663307553	0.267259754507537	0.108393441118246
477	s_Sedimentibacter_hongkongensis	0	0-Inf	-708.370987111802	0.513432307497463	1082.62252379776
478	sexmale	0.9465	0.7443-1.2037	-0.0549765734765217	0.654262387640236	0.122629566034176
479	BMI	1.0248	0.9779-1.074	0.02452490993309	0.30562360932339	0.0238971850452479
480	hypertensionyes	0.8731	0.7057-1.0802	-0.135679187706554	0.212525156713526	0.108594383509568
481	s_Scardovia_wiggsiae	0	0-6.7945645373058e+185	-273.128643600426	0.445702274119159	357.664800389858
482	sexmale	0.9489	0.7465-1.2063	-0.0524213780184325	0.668835197795593	0.122426871667938
483	BMI	1.0231	0.9761-1.0723	0.0228372725640646	0.341490525266456	0.0239687342923686
484	hypertensionyes	0.8729	0.7056-1.0799	-0.135895645611244	0.211682275100872	0.108566698533552
485	s_Savagea_faecisuis	1.44206411260704e+295	0-Inf	679.62867793201	0.39524350654599	798.233845707083
486	sexmale	0.9558	0.7517-1.2152	-0.0452135155120643	0.712379079236255	0.122521452123605
487	BMI	1.0236	0.9768-1.0728	0.0233650786211395	0.329281482511724	0.0239099379283087
488	hypertensionyes	0.8797	0.7107-1.0888	-0.128229470283213	0.239696756070154	0.108837533625426
489	s_Salinisphaera_halophila	Inf	0-Inf	1639.65737045322	0.499661781358789	2425.98455806827
490	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
491	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
492	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
493	s_Ruminococcus_torques	0	0-Inf	-473.338265964423	0.917730041725205	4578.45511442642
494	sexmale	0.9502	0.7471-1.2085	-0.0510888727401218	0.677425178922691	0.122691322867305
495	BMI	1.0246	0.9777-1.0738	0.0243192262100874	0.310005625063433	0.0239127874692181
496	hypertensionyes	0.8742	0.7062-1.0821	-0.134448911044927	0.217844436160521	0.108868082846428
497	s_Ruminococcus_gnavus	0	0-0	-18770.4689033748	0.0420658806057236	9192.50041789875
498	sexmale	0.952	0.75-1.2083	-0.0491923568851566	0.686233554506905	0.121649306502768
499	BMI	1.023	0.9765-1.0718	0.0227693564540325	0.338600818417712	0.0237546533081563
500	hypertensionyes	0.8806	0.7126-1.0881	-0.127172837922297	0.239808002103702	0.107966307473083
501	s_Ruminococcus_gauvreauii	6.69708570911624e+232	0-Inf	536.101414037601	0.655122439389135	1199.00684559992
502	sexmale	0.9527	0.7493-1.2114	-0.0484646557006433	0.692807512053757	0.122557792905425
503	BMI	1.0252	0.9782-1.0745	0.0249325855913059	0.298587249597067	0.0239427468135926
504	hypertensionyes	0.8734	0.7059-1.0806	-0.13536867759899	0.213742765831098	0.108635285595327
505	s_Ruminococcus_flavefaciens	6.38721709670845e+65	5.49570816401913e+25-7.42334582239716e+105	151.522329709018	0.0014318979791841	47.0682321073278
506	sexmale	0.9588	0.7572-1.214	-0.0421089633738942	0.726809709738417	0.120410477182857
507	BMI	1.0293	0.9829-1.0779	0.0288455411563444	0.221375414273099	0.0235373010097144
508	hypertensionyes	0.8605	0.6979-1.061	-0.150219749667805	0.16093464779179	0.106876836591913
509	s_Ruminococcus_bromii	Inf	0-Inf	2021.27775247754	0.1712471377227	1473.64769009709
510	sexmale	0.9393	0.7389-1.1941	-0.0626415887538486	0.609343643758973	0.12245003883454
511	BMI	1.0231	0.9764-1.0721	0.0228818143712279	0.338336990638639	0.0238589220933585
512	hypertensionyes	0.8694	0.703-1.0751	-0.139967159994605	0.197567695114898	0.108376959233319
513	s_Rothia_mucilaginosa	Inf	0-Inf	2186.42685798553	0.626927327298598	4493.49122837755
514	sexmale	0.9432	0.7403-1.2017	-0.0585138740906612	0.636267352827474	0.123596905526094
515	BMI	1.0253	0.9783-1.0745	0.0249741659409691	0.297726181967413	0.0239398937011903
516	hypertensionyes	0.8749	0.7071-1.0826	-0.133610434470301	0.219889853270012	0.108671825469374
517	s_Rothia_dentocariosa	1.89898817674318e+167	0-Inf	385.173031735773	0.444608339418333	503.176094867308
518	sexmale	0.9522	0.7491-1.2104	-0.0489740379323616	0.689398247222151	0.122412732722821
519	BMI	1.0266	0.9794-1.076	0.0262130126673575	0.275953696355527	0.0240151675018996
520	hypertensionyes	0.8748	0.7071-1.0823	-0.13373306964687	0.219065888714489	0.108576823729871
521	s_Rhodococcus_hoagii	4.4819860018569e+151	0-Inf	349.190415294284	0.415028004159151	427.797042340053
522	sexmale	0.9529	0.7496-1.2113	-0.048233783845307	0.693847180267775	0.122410486536789
523	BMI	1.0257	0.9787-1.075	0.0254000250851942	0.289208910301149	0.0239214640292661
524	hypertensionyes	0.8758	0.7079-1.0836	-0.132588753261933	0.223084432758895	0.108591054884447
525	s_Rhodococcus_erythropolis	0	0-0	-774.451593148518	0.00784028295975876	289.238438769993
526	sexmale	0.9645	0.7606-1.2229	-0.036191619278983	0.765351658490569	0.121146768689558
527	BMI	1.0153	0.9689-1.0639	0.0151458531158974	0.526239182280332	0.0238695321362731
528	hypertensionyes	0.884	0.7161-1.0912	-0.123336231499214	0.25192998599218	0.107438477164551
529	s_Raoultibacter_massiliensis	0	0-Inf	-835.775047274525	0.308816924040381	819.786759126476
530	sexmale	0.9497	0.7473-1.207	-0.0516223163502492	0.673289483513687	0.122308172174342
531	BMI	1.0229	0.9761-1.0721	0.0226829851071183	0.343871438725117	0.0239247148034777
532	hypertensionyes	0.8749	0.7073-1.0822	-0.133670924413621	0.21889513756188	0.108486050890128
533	s_Raoultella_ornithinolytica	3.74497093382619e+38	0-5.90198835612469e+115	88.8186473893847	0.328222740015203	90.6907793921326
534	sexmale	0.9591	0.7542-1.2197	-0.0417637775108594	0.733693890063409	0.122638219944194
535	BMI	1.0242	0.9774-1.0733	0.0239207187222965	0.317265001036611	0.02387708420745
536	hypertensionyes	0.8701	0.7033-1.0764	-0.139167426597023	0.200932438481884	0.108570000041997
537	s_Pyramidobacter_piscolens	0.0051	0-1473.1295	-5.27308689951754	0.411566298506592	6.41236286717306
538	sexmale	0.9456	0.7436-1.2023	-0.0559769378479702	0.648222634639377	0.122565629529998
539	BMI	1.0241	0.9772-1.0732	0.0237682483101382	0.320713329583711	0.0238948434364357
540	hypertensionyes	0.8757	0.7078-1.0834	-0.132741963844888	0.222518951217409	0.108583393723531
541	s_Pygmaiobacter_massiliensis	0	0-Inf	-289.447287303094	0.819913600039774	1270.26694838205
542	sexmale	0.9503	0.7474-1.2083	-0.0509364703922888	0.677939206506667	0.122532274989964
543	BMI	1.0242	0.9771-1.0735	0.0238959903055962	0.319973499053862	0.0239865038333228
544	hypertensionyes	0.8731	0.7056-1.0804	-0.135686784353934	0.212898555135877	0.108689392792666
545	s_Pusillimonas_noertemannii	Inf	0-Inf	1311.72516969938	0.499661781358789	1940.78657130701
546	sexmale	0.9537	0.7501-1.2126	-0.0473671126172975	0.699305197917281	0.1225087164179
547	BMI	1.0244	0.9776-1.0736	0.0241413123800531	0.313208262664101	0.0238957642796962
548	hypertensionyes	0.869	0.702-1.0757	-0.140419985451548	0.198143259235558	0.108867628857752
549	s_Psychrobacter_pulmonis	8.4255	0-11345757.5594	2.13126300247677	0.767453450254263	7.20055686032241
550	sexmale	0.9522	0.7488-1.2108	-0.0489897479772928	0.689750541155056	0.122598728526108
551	BMI	1.0245	0.9776-1.0737	0.0242003857006118	0.31238372113595	0.0239133826171988
552	hypertensionyes	0.8752	0.7071-1.0833	-0.133273374260052	0.221746628970456	0.108835653768222
553	s_Pseudomonas_stutzeri	0	0-Inf	-831.463445509242	0.623393361139446	1691.42942241892
554	sexmale	0.9487	0.7462-1.2063	-0.0526176622940455	0.667990415517057	0.122552685075455
555	BMI	1.0243	0.9774-1.0734	0.0239687601044601	0.317048099473222	0.0239142986112747
556	hypertensionyes	0.8712	0.704-1.0782	-0.137857378625285	0.206016305612808	0.10876788776187
557	s_Pseudomonas_psychrophila	Inf	0-Inf	33065.6241503326	0.187454904223251	25025.5492339885
558	sexmale	0.9542	0.751-1.2124	-0.0468950541008292	0.701401325404086	0.122182921085309
559	BMI	1.0264	0.9795-1.0756	0.0260684408005192	0.275847111323227	0.0238774058250054
560	hypertensionyes	0.8772	0.7093-1.0848	-0.131035704391723	0.227674567728938	0.108389045999268
561	s_Pseudomonas_otitidis	0	0-Inf	-321.805696676434	0.720900916738024	899.894729769922
